ID,Created,QA Name,Agent ID,Operation,Customer Account Number,Interaction Number,Interaction Type,Date of Interaction,Time of Interaction,Was the Value of the credit accurate?,How much compensation WAS given by the Agent?,How much compensation SHOULD the Agent have given?,What Credit Code was used?,Was the Credit Code used correctly?,What credit code should have been used?,Were credit rules followed as per Support?,Failure reasons,Commentary for Credit adherence,Appealed?,What was appealed?,Tech M Appeal Comments,Initial Appeal Decision,Reasons for Initial Appeal Outcome Decision,Re-appeal?,Re-appeal comments,Final UK Position,Final UK Position commentary,Object ID/Title of Process,What have we amended from orignal audit?,Created_Date,Credit_given,Credit_Amount_Correct
2190,07/04/2025 10:19,employee_2,88341,Airtime Payment Support,971826761,49a3c823-ad42-49a9-b548-af00cd468fc6,Voice,05/04/2025,10:38:56,Yes,4.17,4.17,B2C-Non-dd fee credit,yes,B2C-Non-dd fee credit,Yes,"[""N/A - No Fails""]","Scenario:  

The customer used language of dissatisfaction about the £5 charge. Agent has removed the charge and explained how this works.

Aligned with credit as per support.  

Support Article - Managing recurring payment discount disputes (Amdocs – B2C) objid231783 

Support Evidence - Section 4.1 ‘Offer the customer £5 credit to their account.’ 

Empowerment used – N/A.",No,,,,,,,,,,,07/04/2025,4.17,4.17
2191,07/04/2025 10:44,employee_2,93213,DF Payment Support,100150847,63dda333-555f-4671-847a-ab09f9595f9e,Voice,05/04/2025,11:13:38,Yes,4.17,4.17,B2C-Non-dd fee credit,yes,B2C-Non-dd fee credit,Yes,"[""N/A - No Fails""]","Scenario:  

The customer requested that the £5 non DD charge be removed. The advisor removed the charge as per process.

Aligned with credit as per support.  

Support Article - Managing recurring payment discount disputes (Amdocs – B2C) objid231783 

Support Evidence - Section 4.1 ‘Offer the customer £5 credit to their account.’ 

Empowerment used – N/A.",No,,,,,,,,,,,07/04/2025,4.17,4.17
2192,07/04/2025 11:00,employee_2,93947,DF Payment Support,957335978,e5e1a808-3945-4c44-a362-2040a41a7c87,Voice,04/04/2025,09:59:12,Yes,4.17,4.17,B2C-Non-dd fee credit,yes,B2C-Non-dd fee credit,Yes,"[""N/A - No Fails""]","Scenario:  

The customer requested that the £5 non DD charge be removed. The advisor removed the charge as per process.

Aligned with credit as per support.  

Support Article - Managing recurring payment discount disputes (Amdocs – B2C) objid231783 

Support Evidence - Section 4.1 ‘Offer the customer £5 credit to their account.’ 

Empowerment used – N/A.",No,,,,,,,,,,,07/04/2025,4.17,4.17
2193,07/04/2025 11:06,employee_12,19065,Complaints,101685754,6c472591-e7e7-47bd-9aff-540eab3ff95f,Voice,03/04/2025,12:22:57,Yes,90.04,90.04,B2C-Early termination fee,yes,B2C-Early termination fee,Yes,"[""N/A - No Fails""]","Scenario - The customer had been offered FOC cancellation in 2024, however handset was requested to be returned, Amdocs suggests we did not receive the device although the customer says this was returned.
Amdocs shows return cancelled, but notes unclear why.  Billing continued and the customer has now contacted to confirm why cancellation not completed.  

We requested the cancellation in Feb 25, and an ETF was applied. 

The CRT agent has applied the credit for ETF waiver which I have aligned to the new guidance (customer was offered FOC cancellation).

Aligned with the credit as per support. 

Support Article - Billing queries (Amdocs B2C), Last updated 31/03/2025, Object ID 218186


Support evidence - 
Apply a credit for the ETF amount the customer has been charged by following this process – How to View Charges and Apply a Charge/Invoice Credit (Amdocs B2C) using credit code B2C-Early Termination Fee.",No,,,,,,,,,,,07/04/2025,90.04,90.04
2194,07/04/2025 11:41,employee_2,22780,DF Payment Support,101725955,f24cf8a3-d85e-4f66-8daa-85bbc5cf257d,Voice,02/04/2025,16:06:29,Yes,4.17,4.17,B2C-Non-dd fee credit,yes,B2C-Non-dd fee credit,Yes,"[""N/A - No Fails""]","Scenario:  

The customer requested that the £5 non DD charge be removed. The advisor removed the charge as per process.

Aligned with credit as per support.  

Support Article - Managing recurring payment discount disputes (Amdocs – B2C) objid231783 

Support Evidence - Section 4.1 ‘Offer the customer £5 credit to their account.’ 

Empowerment used – N/A.",No,,,,,,,,,,,07/04/2025,4.17,4.17
2195,07/04/2025 11:52,employee_3,77999,Complaints,988296364,c8c37573-97a5-4ce7-8daf-7e7a57ca19c7,Voice,03/04/2025,17:45:18,Yes,367.6,367.6,B2C-Early termination fee,yes,B2C-Early termination fee,Yes,"[""N/A - No Fails""]","Scenario 
Customer cancelled with a PAC code within the 14DMB period, ETF incorrectly charged. Agent applies a credit to correct this. Customer was sold a new BB in store while they have an existing one, root cause for the initial cease. 

Aligned with the credit. 

Support Article
Billing queries (Amdocs B2C) - ETF Drop Down
Last updated 31/03/2025
Object ID 218186

Support Evidence

Leads to Account not ceased process:

Note: If you can see clear evidence that the customer was offered free of charge cancellation when they requested to cancel their account, you must uphold this offer and make sure the customer has no ETF to pay.

Empowerment Used - N/A (Correctional)",No,,,,,,,,,,,07/04/2025,367.6,367.6
2196,07/04/2025 12:53,employee_2,34334,DF Payment Support,948989026,f1941fdd-94b6-48c0-a449-4d2b9fe249e2,Voice,03/04/2025,10:24:58,Yes,4.17,4.17,B2C-Non-dd fee credit,yes,B2C-Non-dd fee credit,Yes,"[""N/A - No Fails""]","Scenario:  

The customer requested that the £5 non DD charge be removed. The advisor removed the charge as per process.

Aligned with credit as per support.  

Support Article - Managing recurring payment discount disputes (Amdocs – B2C) objid231783 

Support Evidence - Section 4.1 ‘Offer the customer £5 credit to their account.’ 

Empowerment used – N/A.",No,,,,,,,,,,,07/04/2025,4.17,4.17
2197,07/04/2025 13:56,employee_3,21094,Complaints,988007480,4d75c756-83de-4856-9a0a-347abe755b87,Webchat,26/03/2025,09:00:23,Yes,194.68,194.68,B2C-Early termination fee,yes,B2C-Early termination fee,Yes,"[""N/A - No Fails""]","Scenario
Customer wished to cancel back in January 2025, agent at the time offered a 50% waiver of the ETF as the customer wasn't happy with paying the full amount. Evidence of waiver given on notes from 13/01/2025 (Incorrectly offered on this date but must be honored now as offered)

Aligned with the credit - Only that it was previously offered.

Support Article 
Account not ceased as expected (Amdocs B2C - CRT and Manage)
Last updated 03/03/2025
Object ID 226711

Support Evidence
Note: If you can see clear evidence that the customer was offered free of charge cancellation when they requested to cancel their account, you must uphold this offer and make sure the customer has no ETF to pay.

Empowerment Used - N/A (Correctional)",No,,,,,,,,,,,07/04/2025,194.68,194.68
2198,07/04/2025 14:51,employee_3,61790,Complaints,121635969,560d4f68-816e-468b-bbb2-ddf599df2523,Webchat,02/04/2025,18:01:55,No,99.92,0,B2C-Early termination fee,no - wrong code used,Credit/Credit Code should not have been used,No,"[""Credit provided when no credit was due""]","Scenario 
Customer has a bill that they're not able to afford, the account was cancelled due to collections non-payment. Exception is created to waive part of the bill with TL approval due to customer circumstances which is against process, the customer also asked for a payment plan.

Unaligned with the credit - Customer unable to pay as per process, no credit should have been given.

Support Article
Billing queries (Amdocs B2C) - ETF Drop Down.
Last updated 31/03/2025
Object ID 218186

Support Evidence
Objection Handling - ""The charge is too much, I can't afford to pay it""

The cancellation charge is calculated based on the remaining months of your contract. As you’ve cancelled X months early, the cost is chargeable.

If you need more time to pay, we can discuss what options are available to support you.

Follow the process relevant to your skillset:

Customer Collection process (Amdocs B2C – Welcome, Manage and Billing Teams)
Customer can’t pay their bill – Vulnerable situation (Amdocs B2C - Payment Support Team)
Discuss payment support options with an Airtime customer (Amdocs B2C - Payment Support Team)

Empowerment Used - Against Process",Yes,"[""Credit Adherence accuracy"",""Credit Code accuracy"",""Credit Value accuracy""]","Customer is hospitalised and has never used the sim. the day she received the sim she was hospitalised. Some payment went through post few months payments got rejected. Account got cancelled under collections activity. Customer was charged ETF and had overdue balance which was a total of 219 pounds. Agent has explained and informed account is cancelled and customer needs to pay, but customer was looking to pay a lesser account as never used the service. As they are Vulnerable and has been hospitalised and has been facing issues financially advisor has reversed 50% of the ETF charge for the customer used ETF code as ETF charge was applied. So the credit value, code and accuracy is valid considering the customer vulnerability",Remains Unjustified,"Synopsis

Customers account is cancelled due to collections activity (Non-Payment), the agent offers a partial waiver, the customer is wanting to pay a lesser amount due to non-usage. 

Remains unjustified
Credit Code
Credit Value
Credit Adherence

Failures
Agent given a credit due to vulnerability, against process. 

Credit should not have been given.

Payment support and support options should have been followed.

Credit given, unofficial payment plan set up with agent and customer stating she'd pay £15 a month until paid off. (Outstanding balance of £100 on the account still)

Analogy - If the customer has other bill responsibilities such as gas, electric, broadband, mortgage and are not able to use the service due to being in hospital or being abroad, these bills would still need to be paid even though the customer is not there physically using the service.

If there was financial issues, the other services would offer support options not a waiver as per the T&C's of any signed legal agreement.",,,,,,,07/04/2025,99.92,0.0
2199,07/04/2025 15:16,employee_12,91647,Complaints,984821068,a0f33770-a20c-4c97-9fc9-507091fc52db,Voice,02/04/2025,17:12:02,No,50,0,B2C-Poor customer service - GW,no - wrong code used,Credit/Credit Code should not have been used,No,"[""Credit provided when no credit was due""]","Scenario - The account had come to the end of term, customer had contacted to discuss options but notes show customer would contact us back and no changes made.
As no changes made, no cancellation requested the account has continued.  The agent mentioned the Class Action Loyalty Claim to the customer, but has then given a £50GW credit.

Not Aligned with the credit as per support. 

Support Article - Goodwill Empowerment (Amdocs B2C - CRT), Last updated 11/07/2024, Object ID 261220

Support evidence - 
Complaint Exclusion scenarios: Goodwill cannot be offered for the listed Complaints Exclusion scenarios

The agent had already explained to the customer about the Class Action Loyalty Claim, but still applied the GW credit.",No,,,,,,,,,,,07/04/2025,50.0,0.0
2200,07/04/2025 15:25,employee_7,74698,Manage,104638164,1cfc7310-1957-4d6c-a7f2-a94df861b5ea,Webchat,01/04/2025,4:10:36 PM,Yes,10,10,B2C-Poor customer service - GW,yes,B2C-Poor customer service - GW,Yes,"[""Credit provided when no credit was due""]","Scenario
-Customer contacted Three about his contract as he advised the bill amount is different than he agreed in store. He mentioned mis-selling and that he was quoted a different amount. Advisor told the customer when the contract was sent to him and that he should have read this in store before signing. Advisor raised a case to resend the contract via email and offered £10 GWG for the poor service in store. 

Are we aligned or not aligned with the applied credit
-Not aligned. The customer alluded to mis-selling. More questions should have been asked about this and a case raised if advisor thought mis-selling had happened. If the advisor didn't think mis-selling had happened, the conversation could have been managed so there was no requirement for a goodwill credit.

Support Article
-Goodwill Empowerment (Amdocs B2C – Rest of CC) Last updated 23/12/2024
Object ID 205185 and Mis-selling (Amdocs B2C - Rest of CC) Last updated 27/02/2025
Object ID 220181

Support Evidence
-Customers who signed up for a new contract or upgrade in a Three Store can't claim they were mis-sold their purchase, as they would have been asked to read and agree to the terms and conditions, contract term, price plan, allowance and line rental agreement. However, if the Three Store had promised anything else that's not a part of the letter, made any incorrect statements in respect of the price, product or minimum term, it will be classed as mis-selling.",Yes,"[""Credit Value accuracy"",""Credit Adherence accuracy"",""Credit Code accuracy""]","""Customer contacted as he claims he was not infirmed that his MRC would be 29GBP when he took his contract from the store. Agent has informed that the letter has been sent informing this but customer about the MRC but he has not checked it. The customer has mentioned on multiple times that he is very disappointed and said he is not happy. Also since customer has taken this from the store.
As per Mis-selling (Amdocs B2C - Rest of CC)
Customers who signed up for a new contract or upgrade in a Three Store can't claim they were mis-sold their purchase and customer received letter confirming this which they ignored. 
So considering customer unhappy and have stated it multiple time the credit of 10GBP is justified to avoid any repeat contact to the CC leading to customer dis-satisfaction""",Overturned,"Synopsis 
Customer showed dissatisfaction towards store treatment in relation to a contract MRC issue. The agent applies the GW for the experience and not for the potential case of mis-selling.

Justification and AMDOCS notes do not reflect the justification for this credit in a clear/detailed way.

Overturn
Credit Value
Credit Code
Credit Adherence

Reason for overturn
GW credit given to protect the future customer experience.",,,,,,,07/04/2025,10.0,10.0
2201,08/04/2025 08:29,employee_4,86445,Manage,984665542,c42ec4b4-6038-470f-9df3-a6aab2cb3daa,Webchat,02/04/2025,08:35:59,Yes,7.99,7.99,B2C-Poor customer service - GW,yes,B2C-Poor customer service - GW,Yes,"[""N/A - No Fails""]","Scenario- Customer unhappy after being charged again for paramount plus subscription after they requested it to be stopped. Customer escalated the chat triggering poor service complaint on top of the add on credit process. Agent followed GWG process to deescalate the chat with the customer. 

Support guidance:  Goodwill Empowerment (Amdocs B2C – Rest of CC)
 
We are aligned on the applied credit. YES

Support Article: Credit code to be used: B2C - Poor customer service - GWG
Conditions:
Not to be offered in exclusion scenarios
Not to be offered in scenarios where a specific process already exists
Note: If the credit to be applied is higher than the code-based limit, you may apply the credit multiple times using the same code. However, you must adhere to the process limits and get authorization from your Team Leader

Step1: Credit offered for £7.99. Customer Accepted.",No,,,,,,,,,,,08/04/2025,7.99,7.99
